症状,草药
155,393 473 528 558 564 582 637 642 752 771 833 944 1019 1102 1136 1143
305,407 449
133,409 461 528 549 582 637 642 672 686 752 765 833 1107
167,393 422 425 449 497 514 528 549 558 585 662 732 816 833 868 947 951 1093 1109 1132 1170 1182 1194
167,393 425 549 590 662 715 813 816 868 1093 1132 1170 1182 1194
27 211,425
211,530 767 925
305,709 1017 1039
233,709
37,572
164,709 996 1039
164,435 564 759 898 1039
305,709 934
37,1100
99,709 759
305,422 445 559 685 1194
66,759 874 1036
223,549 1039
50,522 558 709 720 1039 1179
37,533 998
50 83 305,558 565 709 996 1039
305,709 759 826 1039
305,433 565 709
305,565
50,522 558 709 720 1039 1179
164,527 598 720 1039
305,423 973
19 178 249 305 317 335,445 517 532 618 661 728 731 759 771 947 970 1000 1019 1039 1047 1067 1094 1106 1144 1175
223,425 473 565 572 825 951 1170
98 214 261,442 528 1107 1159
261 305,393 461 473 528 582 725 752 765 771 810 833 1019 1132
5 73 155,492 528 549 672 720 804 816 824 833
155 305,488 637 642
92 211,425 477 748 787 1144 1159
178 211 283 335,445 509 522 537 642 662 759 761 855 970 985 1000 1039 1091 1103 1117 1124 1175
19 178 249 305 317 335,445 517 532 618 661 728 731 759 771 947 970 1000 1019 1039 1047 1067 1094 1106 1144 1175
274,478 494 626 732 813
144 211 335 349,445 517 528 532 618 661 728 731 759 771 947 970 1000 1019 1039 1047 1067 1094 1106 1144 1175
124 261 305,395 422 461 473 528 582 672 752 765 771 772 810 833 956 1019 1102 1107 1136
261 305,393 461 473 528 582 725 752 765 771 810 833 1019 1132
5,393 473 689 816 855 1039 1114
53 314,433 473 528 572 833 1056 1136 1153
92 211,425 477 748 787 1144 1159
341,528 672 813 833 947 1093 1182
279,484 523 636 637 672 764 850 923 1136 1184
274,478 494 626 732 813
357,572 760 951 1088
318,440 760
353,528 813 947 1084 1159
8,528 764 813 831 833 854
341,528 549 572 672 786 813 833 844 1093
63,478 528 532 813
23 261,528 637 813 823 947 1002 1182
98,528 530 558 732 767 813 925 947 1052 1093 1159
34 211 357,425 549 637 813 951
167,461 947 979
5 214,549 748 1067 1093 1159
99,393 528 549 560 692 772 956 982 1144 1159
23 261,528 637 813 823 947 1002 1182
98,528 530 558 732 767 813 925 947 1052 1093 1159
64,448 549 637 656 705 810 1035 1182
34,990
23 211 297,947 1096
115 353,661 1096
305,419 528 582 650 823 833 935 947 1132 1148 1170 1194
245,429 468 528 549 560 637 813 816 823 1093 1144 1150
142,413 564 646 759 813 947
176,419 508 650 725 979 1148
64,642 725 823 833 1109 1132 1194
64,592 642
155 305,449 528 573 631 725 1148
99 214,419 461 508 528 642 725 823 833 979 1132
305,419 528 582 650 823 833 935 947 1132 1148 1170 1194
305,528 573 631 725 833 1148 1194
335,582 650 725 823 998
335 378,408 425 528 565 572 582 637 650 786 813 947 951 1093 1096 1144
335,408 565 650 786 825 833 1052 1096
161 211,572 633 813 951 1067 1093 1096
264,425 532 572 813 1096
27,425 572 637 672 748 951 1076 1096 1144
56 161,565 572 813 951 1096
335 378,408 425 528 565 572 582 637 650 786 813 947 951 1093 1096 1144
335,408 425 528 572 582 637 650 813 947 951 1093 1096 1144
161 353,449 528 572 633 813 951 1067 1093 1096
5,394 748 898 947 990 1096
335,528 558 572 951 1067 1096 1144
335,403 425 449 554 558 564 572 607 637 726 951 1067 1096
322,560 572 1096
99 225 298,498 565 626 656 790 947 951 1096 1102 1144 1170
92 335,449 572 577 812 951 1067 1096
335,449 572 607 637 1067 1096
298 335,425 528 565 572 637 650 786 813 833 947 951 1093 1096 1136
19 92 211 214 235 305,449 722 813 1096
293,419 425 438 507 572 637 650 701 764 951 1001 1067 1096
211,572 1096
298,429 494 528 560 574 617 637 813 816 823 1002 1093 1096 1112 1136 1144 1150
335,425 478 532 572 1096
92,549 558 672 833 947 985
19 92 211 214 235 305,449 722 813 1096
211 335,528 572 1096
211,473 528 565 572 637 672 1096
211,425 449 642 716 748 813 947 1067 1096
56,449 748 1096
141,449 528 722 813 1067 1096
353,528 565 572 637 650 1096
115,449 528 661 731 759 813 1067 1096
305,433 528 565 566 572 1093 1096 1102 1143
335,473 528 574 612 701 731 813 985 1096 1136
211 335,528 572 1096
19,572 1096
211,425 449 642 716 748 813 947 1067 1096
56,425 449 572 813 1067 1096
92,951 1093 1096
141,807 1036 1067 1096 1144
335,413 519 528 565 572 637 642 650 725 1069 1096 1113
341,537 565 637 1096 1124
211 305,951 1096
229,449 722 813 951 1096
273 283,409 413 425 528 637 764 952 1069
284,393 422 473 508 581 637 771 947
133,582 650 750 752 787 860 968 1101 1144
141,968
247,419 559 607 759 1000 1039 1094
227,558 564 642 771 874 1011 1093 1117
335,449 533 569 1038 1174
335,944 1199
335,748 789 825 1096 1144 1199
224,413 457 519 637 656 668 951 1069 1076 1113 1144 1199
137 335,582 650 1039 1199
83,582 637 650 788 825 826 1017 1199
335,425 637 642 650 1166 1199
335,393 422 513 637 788 1109 1178 1199
229 388,637 672 705 748 788 850 1056 1132 1136 1153 1159 1199
229,656 788 831 1199
141,582 637 642 650 788 1125 1199
335,413 528 572 637 650 813 833 947 1069 1096 1199
357,457 582 637 650 741 771 788 1199
229 388,637 672 705 748 788 850 1056 1132 1136 1153 1159 1199
184 339 357,413 642 788 1069 1199
335,413 528 572 637 650 813 833 947 1069 1096 1199
141,411 582 637 642 650 1166 1199
177 378,411 413 457 519 582 637 642 650 656 676 748 1069 1113 1125 1199
341,411 413 528 582 637 642 650 676 701 809 833 1069 1132 1136 1199
56,413 465 601 642 1069 1199
23 155 305,413 461 519 582 642 650 686 833 1062 1069 1113 1140 1199
229,425 788 1199
171,390 467 473 537 548 565 637 642 650 725 788 823 833 940 979 1124 1132 1144 1199
201 335,788 825 1199
335,425 637 650 748 788 813 947 1199
223,892
34 83 124 141 148 308,409 457 477 528 549 637 650 685 788 992 1054 1076 1199
171,390 467 473 537 548 565 637 642 650 725 788 823 833 940 979 1124 1132 1144 1199
295,440 607
223,892
34 341,413 440 519 537 572 642 644 947 1069 1113 1124 1136
76,440 528 558 565 572 637 642 650 764 771 833 947 951 998 1001 1011 1016 1062
133,440 461
339,440 494 507 626 656 659 760 790 831 998 1188
295,440 607
139 314,425 440 572 825 951
155,403 419 438 440 510 528 554 558 564 637 726 823 833 1132
34 305,425 440 473
76,440 572 771 998
34,425 434 440 973 1088 1143 1152
34,440
37,440 1194
76 193,440 538
34 305,425 440 473
152,440 449 528 572 833 982 1067 1136
155,440 558 758 998
34,440 528 551 632 672 786 1136
34,440 705 947 1143 1152
34,419 440 528 650 657 764 794 828 985 998 1163
34 184,408 440 442 528 701 1132 1136
372,440 657 833 998 1163
372,440 657 833 1163
141,425 440 528 637 813 947 998 1188
83 141 148 161,424 440 510 528 637 813 831 947 998 1188
34,440 607 1143 1152
155,440 528 813 951 1143
141 265 274,419 440 528 828 947 998 1148
34 122 161 357,440 1143 1152
15,440 514 951
133,440 752
133 194,440 528
34,425 440 473
34,440 607 1143 1152
283,440
357,425 440 528 1143 1152
34,440 637 813 836 1143 1152
23 246,423 572 869 973 1093 1194
34 142 161 308 357,440 1143 1152
357,425 473 985
274,440 514
33,425 440 473
34,440 637 813 836 1143 1152
161 198,408 565 572 637 642 672 813 833 947 951 1067 1096 1199
23 246,423 572 869 973 1093 1194
357,448 637 650 685 764 788 813 935 1035 1199
229,413 519 528 642 788 813 842 947 1069 1113 1199
34 171 293 318,425 457 478 566 572 582 626 637 650 656 748 771 788 790 813 831 897 947 951 998 1084 1102 1144 1150 1188 1199
190,425 440 473
229,413 519 528 642 788 813 842 947 1069 1113 1199
99,440 642
197,440 1080
357,425 440 528 1143 1151 1152
144,537 869 1124
97,422 429 477 532 549 560 573 637 650 787 823 985 1076 1109 1184
97,422 429 477 532 549 560 573 637 650 787 823 985 1076 1109 1184
211 325,477 549 558 560 564 637 642 748 833 1144 1159 1184
113 161,425 440 528 813 947 1151
223,834
23,413 537 722 894 1124
211 325,477 549 558 560 564 637 642 748 833 1144 1159 1184
211,477 558 642 692 748 1000 1054 1144 1159
184 323,425 528 549 731 833 929 1067 1084 1159 1184
56 197,549 982 1159
228,434 573 657 764 824 947 973 1136 1150 1163
227,422 528 549 560 582 731 748 833 929 947 982 985 1054 1067 1084 1144 1159 1184
33,425 528 532 672 813 947 951 1093
56 172,598 642 748 833 1036 1088
210,473 772 956
197,422 425 528 637 657 764 982 1150 1163
335,412 582 637 650 720 833 930 1062
114,528 558 633 717 720 752 833 982 1007 1136 1163
114 155,528 549 752 833 982 1007 1136
99 316,425 528 549 720 876 947 985 1067 1084 1150 1184
99,425 549 661 764 813 947 982 985 1067
228,406 434 573 657 824 876 947 973 1136 1163
184 347,493 509 573 712 725 1024
223,689 982 1039
223,492 706 834 858 1039
167,642 689 816 1000 1039 1088 1103 1117
205,419 448 528 539 637 656 750 831 924 944 985 1035
64 381,657 833 982 1150 1163
211 214 341,717 1093 1184
84 211,425 528 549 558 672 673 692 731 947 1067 1093 1144 1159 1184
141,528 813 1096
284,582 650 860
229,860
335,860 947
83 99,656 825 860
264,449 528 549 560 722 860
133,860
93,406 425 490 498 565 656 657 732 831 860 935 1109 1115 1163
33,528 560 764 813 1093 1136
229,425
239,816 1088
114,443 591 1019
34 341,408 422 637 1136
99 316,425 528 549 720 876 947 985 1067 1084 1150 1184
283,422 637 854
44 211 307 374,1014
344,443 497 951
64 381,657 833 982 1150 1163
133,752
305,449 497 591 789 825 951 1093
50 167 214 284 305 341,442 514 613 750 807 1019 1036 1093 1125
178,537 1124
67,1159
147 160,527 834 1008
200,537 1008 1124
133,445 462 860 898 1039
344,591 816 1093
206,580
341,528 537 898 914 1124
341,513 528 537 565 572 637 776 786 898 1124 1148
341,537 551 898 1124
341,898
133,477 662 816 843 898 999 1019 1039 1175
133,591 662 860 898 951 996 1019 1091 1093
133,445 752 857 860 898 996 1039
341,419 537 608 898 1124
133,393 445 898 1019 1039
305,825 898
197,434 898 973 1008
217,514 565 898 933
114,443 591 1019
341,537 591 898 1093 1124
184 275,898
264,537 560 572 574 608 612 748 759 812 869 905 1000 1124 1144
252,565 823
32 181,642
284,434 473 537 642 671 823 898 944 973 1124 1159
247,445 510 559 599 665 685 1039 1088
305,422 528 565 637 771 1019 1102
305,422 528 565 566 1019 1101 1125
305,422 528 565 566 637 1002 1019 1101
83 210,425 528 1002
316 357,425 528 549 564 637 813 1148 1188
40,413 422 478 608 637 642 650 813 1069
5,478
214 305,572 760 951
211,759 947 951
353,449
167,528 637 650 705 732 1182
283,422 478 528 572 582 637 650
44 92 195,422 425 549 558 560 572 633 725 845 929 947 985 1084 1093 1096 1141 1144 1184
335,425 477 532 787 1159 1184
214,395 396 521 528 722 813 951
66,473 565 642 672 1181 1188
223 229 377,434 461 650 656 668 671 764 790 935 973 1000 1109 1134 1148
133,537 564 1124
214,528 574 759 951 1094 1112
27 33 67 180 258 328,459 478 572 642 760 941 1093
5 200 261,393 461 656 813 1182
211,449 528 759 787 1093
27,406 419 632 633 672 868 917 1079
56,528 731 759 1000 1084 1144
133 167,424 442 449 461 528 813 823 1000 1007 1067 1144
249,509 565 884 1000 1054 1093 1144
23 99 341,444
155,403 574 612 726 759 1000 1084 1137 1144
99 341,701 748 790 924 951 1000 1136 1144
335,665 685 1000 1039 1144
44 65 178 211 214 233 261,422 425 468 532 549 560 572 633 672 673 692 748 1000 1067 1136 1144 1184
5 161,450 813 947 1000
211,425 433 449 574 637 748 787 911 947 951 1000 1067 1096 1144
211,429 477 494 549 560 572 731 748 787 869 938 1000 1084 1093 1144 1200
83,425 574 577 612 659 731 790 813 911 947 951 1000 1067 1144 1188
305 325,473 497 637 656 659 829 882 941 951 1000 1144
178,433 685 748 759 760 812 869 873 1000 1096 1144
239,537 559 574 612 629 759 869 1000 1124 1144
114,408 422 473 528 558 662 672 816 1019 1102 1136 1159
155,408 422 528 662 672 813 935 947 1102 1136 1159 1170
161 357,413 431 637 656 924 951 1069 1102 1144
210,528 559 642 689 771 1102
344,473 497 760 813 816 947 951 1102 1170
167,473 760 813 947 1088 1102 1144
344,422 445 473 497 574 585 597 662 731 759 813 816 838 947 951 1039 1102 1143 1144 1175
167 344,422 473 598 662 689 760 813 947 1039 1102 1170
248 335 353,514 574 612 825 998 1084 1144
248,403 424 433 558 607 726 1096
335,433 572 574 607 612 1112
144,574 612 947 951 998 1096 1144
341,528 672 982 1200
144,478 572 759 1144 1200
5,528 537 1124 1143 1188
248,457 572 574 1112
53,537 598 717 1124 1184 1200
184,1144
144 147 335,572 1200
114,497 572 591 598 816 951 1088 1175
228,741 876 947
217,514 565 898 933
84 245 335,516 573 574 580 771 854 911 935 949 1067 1076 1084 1144 1159
274,607 1001
197,473 528 823 1107 1132 1139 1170
15,514 951
172,488 1194
341,528 537 743 898 1124 1188
311,707 891 1039
217,548 574 596 612 637 731 748 759 771 933 951 1039 1144 1184
217,528 548 559 574 748 933 947 1000 1112 1144
341,442 644
67 214,528 557 558 564 600 642 833 944 1039 1091
341,528 537 771 776 1124
341,528 537 776 786 914 1124
133,772 898 956
126,514 527 528 898 1039 1088
341,528 537 572 914 1124 1148
306,449
172,461 509 528 642 671 686 823 1132
341,465 528 601 673 898 1148 1188
5,673 903
178 335,528 532 759 1084
32 181,642
284,425 939 1084
211 214 335,528 929 951
247,445 510 559 599 665 685 1039 1088
335,425 449 790 813 841 947 1000 1054 1067
147,528 558 559 813 998 1000 1179
23 161 341,549 947 951 1000 1039 1054 1150 1184
92,574 612 748 759 882 1000 1036 1096 1144
92 178,425 433 449 477 478 572 574 787 836 911 951 1000 1067 1084 1093 1096 1112 1144 1184
92,771 951 1054 1184
357,488 528 572 760 842 951 1194
305,434 473 497 672 898 951 973 1102 1159
83,406 434 642 973 1049 1102 1128 1144 1148 1159
5,642 748 1056 1102 1144 1153
229,448 572 656 659 705 951 1035 1102
223,461 473 825 982 1102
344,473 760 813 947 1039 1102 1170
50 112 155 167,422 473 662 689 813 816 947 1019 1102 1170
344,473 478 689 760 813 947 1039 1102 1144 1170
40,393 422 425 473 662 813 947 1102
40 344 353,598 662 759 760 813 947 1039 1102 1170
283,422 478 528 572 582 637 650
308 341,408 422 425 528 662 672 813 935 1019 1102 1170
248,425 528 549 574 612 813 947 1144 1200
84 245 335,516 573 574 580 771 854 911 935 949 1067 1076 1084 1144 1159
341,528 560 748 1093 1148 1200
40,478 498 656 671 790 794 941 1076
97,498 656 935 1159
23 97,725 813 824 944
217,548 574 596 612 637 731 748 759 771 933 951 1039 1144 1184
305,680
144,425 449 574 612 759 882 1067 1159
305,528 549 633 642 813 833 939 1002 1067 1093 1136
314,478 637 689 759 789 882 979 982 998 1067 1144
229,427 519 528 689 789 808 823 825 1102 1136
98 283,488 585 836 1143 1175
214,752 772 956 1194
305,393 422 444 468 473 532 560 633 672 717 731 748 759 823 924 947 1019 1067 1080 1093 1102 1107 1121 1144 1151 1170
23,637 650 671 764 1109
195,637 764
92,405 422 478 637 735 813 868 947 1102
214,461 528 637 764 947 1136
117 235 305,406 490 532 680 897
100,528 530 637 764 767 925
211,399 405 479 551 608 637 759 800 951 1000 1014 1054 1066 1084 1144 1184
211,404 1000
92 141 325,509 535 833 850 914 1054 1136
92 195,405 422 477 528 551 560 574 633 748 759 764 787 845 1000 1067 1084 1144 1159 1184
100 178 374,409 413 429 457 477 637 787 872 1069 1136 1144 1184
32,424 558 613 1159 1185
32,558 629 758
65,558
56,413 465 788 1069 1178 1199
339,413 530 642 767 925 1069
335,642 771 816
248,528 758
248,393 528 613 688 1159
335,528 613 704 758 1159
50 112 155 167,403 726
344,473 478 689 760 813 947 1039 1102 1144 1170
73,425 528 574 612 897 947 952 968 985 1031 1067 1200
142 254,425 478 528 572 574 607 612 829 952 1001 1200
92 195,422 528 549 947 985 1002 1084 1093 1184
308 341,408 422 425 528 662 672 813 935 1019 1102 1170
76 193,440 538
314,419 438 449 507 538 637 650 764 813 1001 1067 1096
139 314,419 438 538 637 650 764 1001 1096
193,419 538 637 794 841 1001 1096
147,713 998
147,998
32,650 823 1074 1184
100 178 374,409 413 429 457 477 637 787 872 1069 1136 1144 1184
190 279,490 707 813
308,707
223,707 1006
190,707 813 1006
293,707 952 1006
34 268,425 498 637 656 705 707 732 813 829 841 894 897 947 968 1006 1115 1150
56,413 465 788 1069 1178 1199
339,413 530 642 767 925 1069
248,528 549 637 764 813
246,473 528 549 560 564 566 574 813 823 911 1102 1136
357,528 565 572 574 612 759 951 985 1067 1084
50 83,406 408 422 425 528 771 879 947 1019 1125 1194
50 53 83,393 422 473 528 565 566 771 823 879 982 1019 1102
50,422 833 879 1095
50,528 566 637 771 879
50,537 565 771 879 982 1124 1144
155 305 341,425 528 565 672 813 823 947 1136
100 305,413 422 429 565 572 637 771 1069
147,713 998
156 374,395 419 509 725 752 966 1109
210,413 582 772 804 956 1015 1019 1069
305 314 341,393 419 473 521 672 752 903 966 1019
184,395 396 492 521 537 672 752 768 772 810 956 1019 1124
184 305 323,413 422 473 572 637 1069 1102
210,393 473 582 804
133,531 734 858
357,425 732 809 813 947 963
335,445 528 532 1000 1039 1047 1088 1094 1144
190 279,490 707 813
267 293,422 425 528 566 607 637 650 685 771 788 813 947 1000 1052 1199
374,759 1039 1144
335,760
92,637 701 764
252,445 1039 1047 1091
318,650 764 771
92 178 213,528 572 672
211,449 528 759 787 1093
92 211,528 951 1084 1184
92,528 549 672 951 1084 1184
21 84,532 549 751 869 934 980 1159 1184
211,549 572 633 1096 1144
211,429 494 528 549 574 787 911 933 951 1084 1094 1184
144,449 528 759 1084
378,528 549 560 758 929 1067 1093
344,449 662 689 813 947 1067 1144
211,449 528 929
211,449 528 759 1195
214,528 637 764 1093 1136 1159 1182
92 195 211,422 429 560 574 637 764 922 1000 1054 1067 1084 1136 1144 1159 1184
124 261,632
124 233 261,419 454 528 632 966 1182
50 155 298 305,422 473 528 637 650 764 985 1067 1107
50 83 124,393 528 765 1019 1084
32,608 685 789 825 951
186,445 497 528 558 591 637 685 759 771 951 1039 1088 1175 1179
335,409 457 637 685
229,685 1017
188,642 685
13,400 637 685 771 829 984
139 314,572 608 650 764 951 1184
335,637 685 834
90 335,608 685 809 938 1076
335,403 424 558 564 726
335,558 574 1144 1200
335,808 825 1144
172,558 560 637 1144
13,400 431 473 559 637 685 789
335,457 685
224,582 626 650 685 788 951 1102 1199
335,411 477 478 528 608 637 685
23,813 951 1000
19,425 528 572 951 1000
211,413 477 572 574 612 637 748 759 760 873 882 1000 1069 1096 1144
298,425 528 637 813 1000 1144 1159 1188
224,425 572 574 612 637 701 748 813 947 951 1000 1136 1144
211,548 565 574 612 637 731 748 759 771 951 1000 1039 1094 1144 1184
335,477 559 574 612 633 685 748 759 812 869 1000 1039 1132 1144
56,413 433 477 494 559 572 574 577 612 637 650 659 759 812 873 882 911 947 951 997 1000 1069 1112 1144 1188
335,425 449 494 528 572 672 951 1000 1067 1188
40,434 457 477 528 572 574 612 637 656 659 662 759 813 825 882 941 951 973 1000 1094 1102 1144
335,748 759 882 951 1000 1144
322,759 771 882 1000 1054
40,425 528 549 558 672 813 1000 1002 1088 1103 1159
5,498 634 1000 1188
92 211 335 374,408 468 473 509 528 560 574 672 731 748 771 884 911 939 1000 1054 1067 1084 1094 1102 1107 1136 1144 1159
139 314,421 548 998 1000 1062
211,577 812 882 1000
325 327,425 633 947 1000 1188
90 335,608 685 809 938 1076
335,425 449 494 528 572 672 951 1000 1067 1188
341,419 646 813 1000
335,558 574 1144 1200
262,473 528 637 642 686 731 823 833 1000 1143 1144 1170
133,752 759 823 833 1000 1039 1132 1144
335,808 825 1144
83,528 637 701 748 813 947 1000 1109 1136 1144
133 167,424 442 449 461 528 813 823 1000 1007 1067 1144
197,1000 1144
13,400 431 473 559 637 685 789
335,528 1000 1054
335,650 748 882 951 1000 1096
34 40 141 148,425 549 574 612 731 759 947 1000 1093 1144
155,425 478 528 582 637 650 1000 1144 1159 1188
114 167 341,413 509 549 560 662 759 1000 1019 1039 1084 1144 1184
211,425 433 449 574 637 748 787 911 947 951 1000 1067 1096 1144
275,425 473 528 637 650 671 764 790 947 951 1000 1102
335,478 637 748 759 882 951 1000
56,425 513 701 748 947 1000 1136 1144
190,656 671 732 790 813 1000 1188
27,403 582 650 672 726 748 1000 1079
178,403 582 650 672 726 748 1000
56 100,642 748 1000 1056 1144 1153 1159
275,461 473 528 582 637 642 650 823 917 935 1000 1144 1148 1159 1170
214,408 461 528 582 633 642 650 823 1000 1039 1132 1148
133,419 438 473 642 686 731 752 823 1000 1039
347,408 528 572 574 637 748 813 947 951 1000 1093 1112 1136 1159 1188 1200
23,478 528 572 574 748 813 1000 1056 1144 1153
335,408 528 672 787 813 947 1000 1054 1094
340,473 528 564 637 823 935 1000 1039
56,425 528 813 947 1000 1144
92 178 211 325 335 339,425 477 528 574 759 787 813 911 947 951 1000 1054 1094 1144 1184
92,425 528 532 549 572 882 929 1000
344,528 731 759 947 1000 1067 1144
217,488 565 566 731 771 823 933 1000 1039 1194
99,411 422 528 637 650 764 788 1000 1199
341,419 646 813 1000
217,488 565 566 759 771 823 1000
262,425 731 813 947 1000 1144
133,752 759 823 833 1000 1039 1132 1144
214,408 461 528 582 633 642 650 823 1000 1039 1132 1148
167,473 494 528 637 662 789 951 1000 1093 1102 1170
13,424 425 461 473 608 662 826 951 1000 1102
211,477 494 528 549 560 574 577 617 731 759 787 813 911 929 947 1000 1084 1093 1144 1184
347,408 528 572 574 637 748 813 947 951 1000 1093 1112 1136 1159 1188 1200
5 178 211,477 549 560 673 706 748 787 813 897 951 1000 1036 1084 1144
335,425 642 813 833 1000
264,477 532 560 572 574 633 692 715 748 759 787 845 897 911 929 947 985 1000 1067 1084 1093 1144 1184
264,468 477 528 532 549 731 1000 1084 1121 1144 1184
178,468 528 532 549 731 1000 1084 1144 1184
195,449 477 549 560 608 633 642 692 787 1000 1067 1084 1144 1159 1184
21 44 128 248 335,549 633 731 748 833 1000 1084 1144 1184
341,514 549 833 947 1000 1008 1093 1103 1159
217,488 565 566 731 771 823 933 1000 1039 1194
211,549 1000 1084
21 92 195,422 429 509 528 560 574 692 731 759 764 922 1000 1014 1047 1067 1084 1136 1144 1159 1184
335,748 1000 1054 1144
56,428 490 535 668 794 882 897 947 985 1000 1144 1188
92 178 211,477 528 748 759 771 787 933 1000 1084 1094 1144
195 211,608 1000 1184
249,509 565 884 1000 1054 1093 1144
44 84 92 245,445 477 505 509 559 573 642 685 692 725 731 748 759 787 807 845 869 884 980 985 992 1000 1019 1036 1039 1047 1067 1084 1094 1096 1144 1159 1184
211 245,477 549 558 560 748 758 759 869 980 1000 1144
99 341,393 422 434 473 565 566 613 637 662 668 716 731 734 759 771 813 816 823 860 933 947 951 973 998 1000 1039 1094 1109 1144 1184 1194
211 264 335,425 549 560 633 637 642 947 1000 1067 1096 1144 1150
335,574 731 759 911 951 1000 1039 1084 1144 1184
335,428 442 498 503 535 549 626 689 732 746 759 834 841 882 897 941 947 982 1000 1094 1144 1188
44 65 178 211 214 233 261,422 425 468 532 549 560 572 633 672 673 692 748 1000 1067 1136 1144 1184
139 314,449 572 574 582 612 637 650 656 659 771 788 813 947 998 1000 1067 1096 1144 1159 1199
211,572 577 748 759 873 882 1000 1144
5 23 99,951 1000
335,509 565 884 1000 1054 1144
211,449 574 612 759 760 813 947 1000 1093 1096 1144
67,549 560 642 720 748 833 1000 1036 1103 1144 1159
83,428 510 559 572 633 637 650 685 764 771 788 882 985 1000 1054 1199
178,429 477 528 951 1000 1144 1184
341,422 425 528 549 574 637 650 656 668 671 764 813 911 947 1000 1148 1159 1188
211,477 494 528 549 560 574 577 617 731 759 787 813 911 929 947 1000 1084 1093 1144 1184
99 161 178 211 307 341,528 951 1000 1084 1184
229,528 1000 1054 1084 1184
5 178 211,477 549 560 673 706 748 787 813 897 951 1000 1036 1084 1144
335,425 642 813 833 1000
144 211 245,425 528 560 574 612 633 731 748 759 813 911 947 1000 1084 1144
305,549 560 565 764 1000 1136 1144
264,468 477 528 532 549 731 1000 1084 1121 1144 1184
178,422 425 490 498 535 558 564 626 637 650 656 668 705 731 746 750 764 790 813 882 897 935 947 1000 1096 1102 1109 1144 1148 1150 1170 1188
32 76 139 314,409 442 494 498 503 519 528 535 597 617 656 746 759 783 819 882 941 1000 1039 1144 1188
195,449 477 549 560 608 633 642 692 787 1000 1067 1084 1144 1159 1184
211 335,528 549 560 633 1000 1014 1084 1144
341,559 721 882 977 1000 1088 1199
335,468 477 532 633 642 701 787 807 845 869 873 929 980 985 995 1000 1036 1067 1084 1088 1106 1137 1144 1184
92 211 325,429 528 933 951 1000 1144 1184
124 308 325 357,425 528 574 612 813 947 1000 1067 1144 1200
92 178,425 532 572 1000 1096
115 318 353,572 789 825 882 951 1000 1096
245,759 869 1000 1039 1088 1144
84,478 528 532 549 560 574 612 731 748 759 813 911 929 947 1000 1067 1084 1093 1144
335,748 1000 1054 1144
67 84,642 1000 1184
34 56,582 637 650 813 1000 1144
44 84 92 245,841 951 1000 1039
34,841 951 1000
211 264 335,425 549 560 633 637 642 947 1000 1067 1096 1144 1150
32,422 637 646 650 764 831 1000
197,537 809 947 979 1000 1056 1124 1150 1153
335,572 825
56 128 211 245 307,560 633 642 748 845 1000 1067 1136 1144
211 307,429 528 560 922 1000 1067 1084 1136 1144 1159 1184
318 357,425 528 572 637 650 759 764 813 882 947 951 1000 1096 1144
92 144 211,425 433 528 532 549 560 572 574 638 716 759 813 911 947 1000 1084 1144
178 211,425 528 574 759 813 911 951 1000 1144
341,419 748 813 947 1000
223,406 626 746 842 897 951 1000 1101 1134
178 335,425 478 528 574 731 759 813 911 1000 1054 1084 1094 1144
211,572 577 748 759 873 882 1000 1144
34 308,558 637 642 701 824 1000
83,528 637 701 748 813 907 947 1000 1093 1109 1136 1144
5 23 99,951 1000
41,637 656 689 701 813 924 951 1000 1093 1102 1136 1144
67,528 1000 1094
341,422 425 528 549 574 637 650 656 668 671 764 813 911 947 1000 1148 1159 1188
353,413 577 746 789 825 882 951 1000 1069 1144
34 341,393 449 574 612 637 656 701 813 924 947 951 1000 1093 1102 1136 1144
99 161 178 211 307 341,528 574 759 787 911 933 947 951 1000 1039 1084 1091 1094 1144 1184
229,528 1000 1054 1084 1184
214,442 572 633 706 711 717 732 917 949 1182
274,425 494 617 764 947 1011
155 305,422 823
171,419 532 539 924 1067 1107 1159
331,425 498 705 829 985 1054
331,888 951 990 1039
92 211 325,429 528 933 951 1000 1144 1184
335,445 532 869 1093
9,528 659 706 732 813 935
9 326,461 637 674 706 732 794 811 813 868 1088 1109 1148
9,425 461 528 637 672 732 794 809 813 850 947 955 968 1182 1188
305,425 528 650 1102 1170
224,662 951 1102 1143
9 141 317,448 473 490 626 656 732 813 841 868 917 951 1035 1102 1188
344,760 816 1102
197,537 809 947 979 1000 1056 1124 1150 1153
93,422 637 979 1102 1178
83,565 637 947 951 1102 1136 1144 1159 1170
214,473 528 752 813 1007 1102
14 283,473 528 823 833 917 979 1102 1107 1132 1143
262,473 537 551 637 702 813 917 947 1102 1124 1143 1148 1170
93,425 473 528 537 574 637 656 748 813 825 947 951 1102 1112 1124 1143 1144
83 155,406 473 497 528 551 591 662 750 807 825 951 985 1036 1102 1143
142,448 461 473 637 650 656 748 850 868 982 1035 1102 1143
275 305,406 408 473 528 565 833 947 1102 1143 1159 1194
165 200,440 505 998
13,956 1109 1195
229,478 572 637 790 813 941 947 951 1115 1134 1188
240,561
167,608 869 1088
13,400 457 637 656 750 940 984 1017
93,419 422 771 818 933 944 985 1026 1143
308,442 813 833 872 1136 1148
341,514 528 776 838
5 178 200 341,528 537 646 801 1124
341,646
357,425 440 528 549 646 833 947 1107 1184
341,419 528 608 646 801 1026
